time,load_shortfall_3h
2018-01-07 18:00:00,10393.750000000005
2018-01-07 21:00:00,9697.379999999997
2018-01-08 00:00:00,11022.686666666677
2018-01-08 03:00:00,8654.893333333326
2018-01-08 06:00:00,8680.22333333333
2018-01-08 09:00:00,10533.303333333335
2018-01-08 12:00:00,12602.883333333333
2018-01-08 15:00:00,13308.446666666667
2018-01-08 18:00:00,12238.24333333333
2018-01-08 21:00:00,11086.37666666667
2018-01-09 00:00:00,11557.706666666667
2018-01-09 03:00:00,8828.953333333322
2018-01-09 06:00:00,8660.84666666666
2018-01-09 09:00:00,12373.606666666677
2018-01-09 12:00:00,13345.016666666668
2018-01-09 15:00:00,13647.750000000005
2018-01-09 18:00:00,13114.153333333337
2018-01-09 21:00:00,12998.0
2018-01-10 00:00:00,11870.076666666682
2018-01-10 03:00:00,10487.539999999997
2018-01-10 06:00:00,9331.749999999998
2018-01-10 09:00:00,12955.030000000004
2018-01-10 12:00:00,12312.733333333339
2018-01-10 15:00:00,13295.85
2018-01-10 18:00:00,12601.80666666667
2018-01-10 21:00:00,12737.746666666668
2018-01-11 00:00:00,13026.813333333337
2018-01-11 03:00:00,10941.363333333347
2018-01-11 06:00:00,10484.683333333332
2018-01-11 09:00:00,10075.890000000005
2018-01-11 12:00:00,11302.11333333334
2018-01-11 15:00:00,11459.963333333337
2018-01-11 18:00:00,11328.376666666676
2018-01-11 21:00:00,14261.170000000006
2018-01-12 00:00:00,11788.750000000005
2018-01-12 03:00:00,11328.956666666674
2018-01-12 06:00:00,11206.526666666665
2018-01-12 09:00:00,14099.366666666672
2018-01-12 12:00:00,17078.719999999994
2018-01-12 15:00:00,17662.53333333334
2018-01-12 18:00:00,18627.886666666658
2018-01-12 21:00:00,19087.42333333332
2018-01-13 00:00:00,11594.646666666667
2018-01-13 03:00:00,4134.170000000001
2018-01-13 06:00:00,4078.0566666666687
2018-01-13 09:00:00,4427.261666666669
2018-01-13 12:00:00,7020.740000000007
2018-01-13 15:00:00,7547.678333333341
2018-01-13 18:00:00,7467.77333333334
2018-01-13 21:00:00,6317.651666666672
2018-01-14 00:00:00,9246.103333333338
2018-01-14 03:00:00,3806.1883333333312
2018-01-14 06:00:00,4050.2133333333336
2018-01-14 09:00:00,2918.8316666666656
2018-01-14 12:00:00,3497.6133333333314
2018-01-14 15:00:00,3640.656666666665
2018-01-14 18:00:00,6870.033333333337
2018-01-14 21:00:00,6420.986666666668
2018-01-15 00:00:00,12723.610000000008
2018-01-15 03:00:00,5982.8733333333275
2018-01-15 06:00:00,6693.449999999995
2018-01-15 09:00:00,13006.64333333333
2018-01-15 12:00:00,13727.223333333328
2018-01-15 15:00:00,13253.224999999991
2018-01-15 18:00:00,11791.066666666666
2018-01-15 21:00:00,13168.808333333327
2018-01-16 00:00:00,12268.186666666677
2018-01-16 03:00:00,4569.859999999999
2018-01-16 06:00:00,3715.3833333333278
2018-01-16 09:00:00,12204.256666666664
2018-01-16 12:00:00,13892.409999999998
2018-01-16 15:00:00,12584.32333333333
2018-01-16 18:00:00,13467.31333333332
2018-01-16 21:00:00,12114.923333333323
2018-01-17 00:00:00,10346.803333333342
2018-01-17 03:00:00,2580.963333333332
2018-01-17 06:00:00,2856.216666666668
2018-01-17 09:00:00,11175.691666666668
2018-01-17 12:00:00,12378.078333333335
2018-01-17 15:00:00,12032.544999999995
2018-01-17 18:00:00,13223.083333333325
2018-01-17 21:00:00,14277.193333333324
2018-01-18 00:00:00,13254.135000000011
2018-01-18 03:00:00,6941.486666666663
2018-01-18 06:00:00,5775.296666666661
2018-01-18 09:00:00,12941.986666666666
2018-01-18 12:00:00,14647.006666666672
2018-01-18 15:00:00,14126.86499999999
2018-01-18 18:00:00,12801.029999999992
2018-01-18 21:00:00,14549.899999999987
2018-01-19 00:00:00,14584.950000000012
2018-01-19 03:00:00,6749.106666666662
2018-01-19 06:00:00,6521.743333333328
2018-01-19 09:00:00,13822.463333333342
2018-01-19 12:00:00,14456.274999999992
2018-01-19 15:00:00,14361.41833333332
2018-01-19 18:00:00,14264.226666666653
2018-01-19 21:00:00,14015.536666666663
2018-01-20 00:00:00,9895.716666666669
2018-01-20 03:00:00,4434.895000000003
2018-01-20 06:00:00,4545.333333333332
2018-01-20 09:00:00,5055.289999999999
2018-01-20 12:00:00,7099.533333333337
2018-01-20 15:00:00,5410.070000000004
2018-01-20 18:00:00,6817.98
2018-01-20 21:00:00,7734.470000000007
2018-01-21 00:00:00,7275.680000000002
2018-01-21 03:00:00,4404.461666666671
2018-01-21 06:00:00,4257.741666666667
2018-01-21 09:00:00,4713.503333333333
2018-01-21 12:00:00,6136.423333333336
2018-01-21 15:00:00,4381.430000000002
2018-01-21 18:00:00,5889.510000000002
2018-01-21 21:00:00,7186.918333333342
2018-01-22 00:00:00,11837.30333333335
2018-01-22 03:00:00,6277.869999999993
2018-01-22 06:00:00,6351.559999999998
2018-01-22 09:00:00,14036.756666666664
2018-01-22 12:00:00,15128.824999999993
2018-01-22 15:00:00,14925.383333333319
2018-01-22 18:00:00,14061.106666666667
2018-01-22 21:00:00,16588.86333333333
2018-01-23 00:00:00,12567.036666666681
2018-01-23 03:00:00,6758.99333333333
2018-01-23 06:00:00,8357.806666666664
2018-01-23 09:00:00,14291.603333333334
2018-01-23 12:00:00,15827.918333333346
2018-01-23 15:00:00,15278.459999999994
2018-01-23 18:00:00,15995.668333333335
2018-01-23 21:00:00,16903.293333333342
2018-01-24 00:00:00,14328.120000000014
2018-01-24 03:00:00,8481.41333333333
2018-01-24 06:00:00,7117.783333333333
2018-01-24 09:00:00,14095.956666666676
2018-01-24 12:00:00,14907.966666666656
2018-01-24 15:00:00,15595.38833333333
2018-01-24 18:00:00,15719.516666666665
2018-01-24 21:00:00,16642.310000000012
2018-01-25 00:00:00,15045.816666666678
2018-01-25 03:00:00,8465.453333333335
2018-01-25 06:00:00,8165.730000000007
2018-01-25 09:00:00,13774.558333333327
2018-01-25 12:00:00,13749.463333333324
2018-01-25 15:00:00,15162.386666666667
2018-01-25 18:00:00,13235.243333333332
2018-01-25 21:00:00,16092.786666666667
2018-01-26 00:00:00,11571.45
2018-01-26 03:00:00,3681.029999999995
2018-01-26 06:00:00,4793.89333333333
2018-01-26 09:00:00,10574.443333333324
2018-01-26 12:00:00,10940.359999999993
2018-01-26 15:00:00,9219.45833333332
2018-01-26 18:00:00,11366.959999999995
2018-01-26 21:00:00,12374.994999999997
2018-01-27 00:00:00,8166.81000000001
2018-01-27 03:00:00,3047.8249999999975
2018-01-27 06:00:00,4761.806666666668
2018-01-27 09:00:00,4384.304999999996
2018-01-27 12:00:00,5426.386666666671
2018-01-27 15:00:00,3824.693333333335
2018-01-27 18:00:00,4594.681666666665
2018-01-27 21:00:00,5760.8766666666625
2018-01-28 00:00:00,9803.450000000006
2018-01-28 03:00:00,4626.1433333333325
2018-01-28 06:00:00,2445.438333333331
2018-01-28 09:00:00,3835.291666666663
2018-01-28 12:00:00,5118.828333333335
2018-01-28 15:00:00,5319.76666666667
2018-01-28 18:00:00,6372.398333333338
2018-01-28 21:00:00,5586.406666666669
2018-01-29 00:00:00,12821.92000000001
2018-01-29 03:00:00,7589.23666666666
2018-01-29 06:00:00,7731.593333333331
2018-01-29 09:00:00,13336.903333333328
2018-01-29 12:00:00,16175.650000000005
2018-01-29 15:00:00,14934.336666666659
2018-01-29 18:00:00,14257.379999999997
2018-01-29 21:00:00,16098.291666666664
2018-01-30 00:00:00,13508.283333333344
2018-01-30 03:00:00,8946.423333333338
2018-01-30 06:00:00,8253.56
2018-01-30 09:00:00,14024.00666666667
2018-01-30 12:00:00,16198.001666666674
2018-01-30 15:00:00,15487.696666666667
2018-01-30 18:00:00,15777.894999999988
2018-01-30 21:00:00,16464.963333333333
2018-01-31 00:00:00,14605.983333333346
2018-01-31 03:00:00,8735.746666666671
2018-01-31 06:00:00,8184.54666666667
2018-01-31 09:00:00,13797.349999999999
2018-01-31 12:00:00,16349.811666666665
2018-01-31 15:00:00,14758.921666666647
2018-01-31 18:00:00,13779.081666666658
2018-01-31 21:00:00,15653.48666666665
2018-02-01 00:00:00,11166.166666666679
2018-02-01 03:00:00,4433.810000000003
2018-02-01 06:00:00,3829.2933333333335
2018-02-01 09:00:00,7094.533333333335
2018-02-01 12:00:00,5955.043333333332
2018-02-01 15:00:00,6353.203333333333
2018-02-01 18:00:00,7472.379999999996
2018-02-01 21:00:00,7996.369999999992
2018-02-02 00:00:00,8662.449999999993
2018-02-02 03:00:00,4674.290000000001
2018-02-02 06:00:00,4312.006666666668
2018-02-02 09:00:00,8033.079999999991
2018-02-02 12:00:00,9540.959999999995
2018-02-02 15:00:00,8901.676666666675
2018-02-02 18:00:00,9108.663333333334
2018-02-02 21:00:00,9418.23999999999
2018-02-03 00:00:00,6636.926666666664
2018-02-03 03:00:00,3147.7100000000005
2018-02-03 06:00:00,2759.036666666667
2018-02-03 09:00:00,4775.516666666668
2018-02-03 12:00:00,4665.933333333336
2018-02-03 15:00:00,4343.486666666671
2018-02-03 18:00:00,4652.733333333336
2018-02-03 21:00:00,3792.750000000002
2018-02-04 00:00:00,6373.856666666665
2018-02-04 03:00:00,2702.0933333333337
2018-02-04 06:00:00,2793.0233333333344
2018-02-04 09:00:00,5155.403333333332
2018-02-04 12:00:00,4892.356666666668
2018-02-04 15:00:00,5026.946666666669
2018-02-04 18:00:00,4868.17666666667
2018-02-04 21:00:00,5325.560000000001
2018-02-05 00:00:00,7323.009999999993
2018-02-05 03:00:00,3733.9399999999987
2018-02-05 06:00:00,4362.419999999999
2018-02-05 09:00:00,6079.073333333333
2018-02-05 12:00:00,6244.369999999999
2018-02-05 15:00:00,6482.966666666665
2018-02-05 18:00:00,6091.26666666667
2018-02-05 21:00:00,6261.800000000001
2018-02-06 00:00:00,9526.853333333333
2018-02-06 03:00:00,9041.26
2018-02-06 06:00:00,9122.469999999996
2018-02-06 09:00:00,9336.079999999994
2018-02-06 12:00:00,9922.20333333332
2018-02-06 15:00:00,10004.266666666648
2018-02-06 18:00:00,10439.016666666656
2018-02-06 21:00:00,10209.526666666652
2018-02-07 00:00:00,10974.866666666676
2018-02-07 03:00:00,9428.083333333338
2018-02-07 06:00:00,9320.956666666667
2018-02-07 09:00:00,10896.596666666672
2018-02-07 12:00:00,11637.869999999994
2018-02-07 15:00:00,11270.193333333333
2018-02-07 18:00:00,12178.556666666664
2018-02-07 21:00:00,12090.78666666666
2018-02-08 00:00:00,10948.920000000007
2018-02-08 03:00:00,10613.843333333338
2018-02-08 06:00:00,10694.94333333333
2018-02-08 09:00:00,10886.336666666662
2018-02-08 12:00:00,13133.349999999999
2018-02-08 15:00:00,13379.566666666673
2018-02-08 18:00:00,13090.693333333336
2018-02-08 21:00:00,13177.0
2018-02-09 00:00:00,11880.266666666672
2018-02-09 03:00:00,9304.97333333333
2018-02-09 06:00:00,10310.993333333325
2018-02-09 09:00:00,11934.933333333332
2018-02-09 12:00:00,11359.943333333335
2018-02-09 15:00:00,12409.31666666667
2018-02-09 18:00:00,14042.000000000005
2018-02-09 21:00:00,13582.723333333322
2018-02-10 00:00:00,12744.42
2018-02-10 03:00:00,12211.226666666667
2018-02-10 06:00:00,11235.363333333333
2018-02-10 09:00:00,12757.750000000016
2018-02-10 12:00:00,13948.653333333337
2018-02-10 15:00:00,11315.710000000012
2018-02-10 18:00:00,13502.396666666667
2018-02-10 21:00:00,11145.676666666663
2018-02-11 00:00:00,12792.93333333334
2018-02-11 03:00:00,11144.97666666666
2018-02-11 06:00:00,10571.953333333327
2018-02-11 09:00:00,11623.140000000003
2018-02-11 12:00:00,11781.240000000014
2018-02-11 15:00:00,11284.573333333341
2018-02-11 18:00:00,12567.840000000007
2018-02-11 21:00:00,13218.870000000004
2018-02-12 00:00:00,13605.903333333335
2018-02-12 03:00:00,12365.763333333329
2018-02-12 06:00:00,11007.360000000002
2018-02-12 09:00:00,14298.383333333335
2018-02-12 12:00:00,17061.073333333334
2018-02-12 15:00:00,15708.480000000003
2018-02-12 18:00:00,16086.25333333334
2018-02-12 21:00:00,17968.229999999996
2018-02-13 00:00:00,14793.290000000012
2018-02-13 03:00:00,5249.759999999996
2018-02-13 06:00:00,6906.489999999994
2018-02-13 09:00:00,10752.843333333334
2018-02-13 12:00:00,7077.653333333337
2018-02-13 15:00:00,3736.3233333333324
2018-02-13 18:00:00,6140.8866666666745
2018-02-13 21:00:00,5863.513333333332
2018-02-14 00:00:00,7771.743333333341
2018-02-14 03:00:00,2630.3266666666646
2018-02-14 06:00:00,2767.7633333333315
2018-02-14 09:00:00,8161.760000000004
2018-02-14 12:00:00,7310.36
2018-02-14 15:00:00,6949.35666666667
2018-02-14 18:00:00,8847.346666666668
2018-02-14 21:00:00,10812.41166666666
2018-02-15 00:00:00,8770.808333333336
2018-02-15 03:00:00,5298.3066666666655
2018-02-15 06:00:00,5009.806666666664
2018-02-15 09:00:00,11778.823333333336
2018-02-15 12:00:00,10168.700000000004
2018-02-15 15:00:00,9017.506666666668
2018-02-15 18:00:00,10361.996666666659
2018-02-15 21:00:00,11989.615000000005
2018-02-16 00:00:00,11623.011666666676
2018-02-16 03:00:00,6624.359999999999
2018-02-16 06:00:00,6424.85666666667
2018-02-16 09:00:00,12016.40333333334
2018-02-16 12:00:00,8574.239999999983
2018-02-16 15:00:00,9716.040000000005
2018-02-16 18:00:00,10304.430000000004
2018-02-16 21:00:00,12135.380000000005
2018-02-17 00:00:00,11885.846666666672
2018-02-17 03:00:00,4933.800000000005
2018-02-17 06:00:00,5206.073333333336
2018-02-17 09:00:00,4280.049999999998
2018-02-17 12:00:00,5992.46666666667
2018-02-17 15:00:00,5168.093333333334
2018-02-17 18:00:00,5710.606666666668
2018-02-17 21:00:00,7980.766666666662
2018-02-18 00:00:00,12546.070000000007
2018-02-18 03:00:00,5043.913333333337
2018-02-18 06:00:00,3872.390000000003
2018-02-18 09:00:00,3305.160000000001
2018-02-18 12:00:00,6238.8300000000045
2018-02-18 15:00:00,2070.9233333333377
2018-02-18 18:00:00,3307.206666666667
2018-02-18 21:00:00,6034.015
2018-02-19 00:00:00,11329.025000000014
2018-02-19 03:00:00,5130.096666666668
2018-02-19 06:00:00,5666.856666666668
2018-02-19 09:00:00,10892.150000000007
2018-02-19 12:00:00,9337.58166666667
2018-02-19 15:00:00,8855.11000000001
2018-02-19 18:00:00,8074.0466666666625
2018-02-19 21:00:00,7497.14
2018-02-20 00:00:00,7080.650000000002
2018-02-20 03:00:00,1986.0533333333296
2018-02-20 06:00:00,1301.4499999999941
2018-02-20 09:00:00,8912.02
2018-02-20 12:00:00,7993.446666666669
2018-02-20 15:00:00,6797.453333333336
2018-02-20 18:00:00,5325.6966666666685
2018-02-20 21:00:00,5350.050000000002
2018-02-21 00:00:00,6864.026666666672
2018-02-21 03:00:00,827.3966666666608
2018-02-21 06:00:00,855.243333333334
2018-02-21 09:00:00,3924.796666666668
2018-02-21 12:00:00,5000.4333333333325
2018-02-21 15:00:00,5131.430000000001
2018-02-21 18:00:00,8916.750000000005
2018-02-21 21:00:00,10106.680000000002
2018-02-22 00:00:00,10591.428333333339
2018-02-22 03:00:00,4784.816666666662
2018-02-22 06:00:00,5288.609999999999
2018-02-22 09:00:00,9480.619999999994
2018-02-22 12:00:00,9312.063333333332
2018-02-22 15:00:00,8424.103333333333
2018-02-22 18:00:00,9622.346666666666
2018-02-22 21:00:00,10872.753333333334
2018-02-23 00:00:00,6944.186666666673
2018-02-23 03:00:00,4485.313333333333
2018-02-23 06:00:00,4764.78333333333
2018-02-23 09:00:00,9248.756666666663
2018-02-23 12:00:00,9238.529999999997
2018-02-23 15:00:00,8559.856666666663
2018-02-23 18:00:00,8991.83666666667
2018-02-23 21:00:00,10166.529999999992
2018-02-24 00:00:00,9082.003333333341
2018-02-24 03:00:00,3833.4699999999953
2018-02-24 06:00:00,3797.7166666666612
2018-02-24 09:00:00,3234.7366666666626
2018-02-24 12:00:00,3039.9699999999984
2018-02-24 15:00:00,1880.3499999999976
2018-02-24 18:00:00,2343.8533333333303
2018-02-24 21:00:00,4105.0899999999965
2018-02-25 00:00:00,8637.09333333333
2018-02-25 03:00:00,3137.653333333331
2018-02-25 06:00:00,3148.046666666663
2018-02-25 09:00:00,3062.849999999998
2018-02-25 12:00:00,2249.9366666666647
2018-02-25 15:00:00,673.393333333339
2018-02-25 18:00:00,1245.294999999998
2018-02-25 21:00:00,4332.666666666664
2018-02-26 00:00:00,9490.486666666671
2018-02-26 03:00:00,4538.439999999999
2018-02-26 06:00:00,4990.936666666664
2018-02-26 09:00:00,9167.141666666665
2018-02-26 12:00:00,7660.996666666666
2018-02-26 15:00:00,7792.516666666672
2018-02-26 18:00:00,8601.13333333333
2018-02-26 21:00:00,9383.813333333335
2018-02-27 00:00:00,9131.196666666667
2018-02-27 03:00:00,3793.8766666666647
2018-02-27 06:00:00,4450.239999999998
2018-02-27 09:00:00,8958.186666666666
2018-02-27 12:00:00,9549.399999999992
2018-02-27 15:00:00,9954.936666666674
2018-02-27 18:00:00,10055.780000000006
2018-02-27 21:00:00,10015.530000000004
2018-02-28 00:00:00,11112.800000000007
2018-02-28 03:00:00,5333.969999999997
2018-02-28 06:00:00,5474.89333333333
2018-02-28 09:00:00,8229.10999999999
2018-02-28 12:00:00,8353.333333333332
2018-02-28 15:00:00,6904.736666666664
2018-02-28 18:00:00,6937.956666666665
2018-02-28 21:00:00,7043.566666666663
2018-03-01 00:00:00,9347.980000000001
2018-03-01 03:00:00,3771.566666666666
2018-03-01 06:00:00,3447.55
2018-03-01 09:00:00,5866.756666666667
2018-03-01 12:00:00,5886.343333333334
2018-03-01 15:00:00,5108.953333333337
2018-03-01 18:00:00,4886.020000000004
2018-03-01 21:00:00,4770.73666666667
2018-03-02 00:00:00,6977.599999999998
2018-03-02 03:00:00,3730.1466666666647
2018-03-02 06:00:00,3300.503333333331
2018-03-02 09:00:00,6918.306666666663
2018-03-02 12:00:00,8161.333333333331
2018-03-02 15:00:00,7607.256666666665
2018-03-02 18:00:00,7317.196666666668
2018-03-02 21:00:00,7100.5099999999975
2018-03-03 00:00:00,8752.029999999997
2018-03-03 03:00:00,2706.8233333333337
2018-03-03 06:00:00,2461.9333333333307
2018-03-03 09:00:00,4697.51666666667
2018-03-03 12:00:00,1488.6000000000065
2018-03-03 15:00:00,1149.020000000005
2018-03-03 18:00:00,4796.336666666667
2018-03-03 21:00:00,6498.910000000003
2018-03-04 00:00:00,7763.196666666669
2018-03-04 03:00:00,3628.283333333336
2018-03-04 06:00:00,3641.3166666666693
2018-03-04 09:00:00,4337.25333333333
2018-03-04 12:00:00,2674.7566666666685
2018-03-04 15:00:00,3040.0433333333413
2018-03-04 18:00:00,2367.8466666666727
2018-03-04 21:00:00,3541.300000000003
2018-03-05 00:00:00,8221.04
2018-03-05 03:00:00,4127.553333333333
2018-03-05 06:00:00,2577.7000000000016
2018-03-05 09:00:00,3939.0833333333344
2018-03-05 12:00:00,3111.4166666666742
2018-03-05 15:00:00,2458.2133333333422
2018-03-05 18:00:00,4347.086666666671
2018-03-05 21:00:00,2953.9266666666663
2018-03-06 00:00:00,10100.683333333329
2018-03-06 03:00:00,9467.306666666667
2018-03-06 06:00:00,9678.75000000001
2018-03-06 09:00:00,9668.009999999995
2018-03-06 12:00:00,10451.836666666659
2018-03-06 15:00:00,10776.429999999991
2018-03-06 18:00:00,11155.12333333333
2018-03-06 21:00:00,10649.409999999983
2018-03-07 00:00:00,11692.156666666677
2018-03-07 03:00:00,9995.133333333339
2018-03-07 06:00:00,9924.060000000001
2018-03-07 09:00:00,10551.4
2018-03-07 12:00:00,11465.309999999989
2018-03-07 15:00:00,11780.50333333332
2018-03-07 18:00:00,11705.263333333323
2018-03-07 21:00:00,11735.09333333334
2018-03-08 00:00:00,11688.896666666677
2018-03-08 03:00:00,9382.873333333337
2018-03-08 06:00:00,8383.359999999997
2018-03-08 09:00:00,11054.23666666667
2018-03-08 12:00:00,11758.739999999998
2018-03-08 15:00:00,12573.43333333333
2018-03-08 18:00:00,12636.14333333333
2018-03-08 21:00:00,12732.173333333334
2018-03-09 00:00:00,12650.52666666667
2018-03-09 03:00:00,9510.619999999994
2018-03-09 06:00:00,9952.093333333332
2018-03-09 09:00:00,11553.246666666666
2018-03-09 12:00:00,12766.359999999997
2018-03-09 15:00:00,12275.240000000002
2018-03-09 18:00:00,12337.803333333337
2018-03-09 21:00:00,12274.020000000008
2018-03-10 00:00:00,11952.820000000002
2018-03-10 03:00:00,9981.516666666657
2018-03-10 06:00:00,10267.773333333327
2018-03-10 09:00:00,10828.103333333334
2018-03-10 12:00:00,11540.713333333326
2018-03-10 15:00:00,11501.896666666667
2018-03-10 18:00:00,12056.533333333336
2018-03-10 21:00:00,12243.960000000003
2018-03-11 00:00:00,12438.856666666674
2018-03-11 03:00:00,10099.830000000002
2018-03-11 06:00:00,8948.759999999991
2018-03-11 09:00:00,9471.159999999996
2018-03-11 12:00:00,11513.286666666665
2018-03-11 15:00:00,11428.22
2018-03-11 18:00:00,11191.893333333337
2018-03-11 21:00:00,10358.79
2018-03-12 00:00:00,12269.396666666662
2018-03-12 03:00:00,9823.19333333334
2018-03-12 06:00:00,10210.423333333341
2018-03-12 09:00:00,14270.276666666656
2018-03-12 12:00:00,16814.07333333333
2018-03-12 15:00:00,16824.266666666666
2018-03-12 18:00:00,17198.013333333336
2018-03-12 21:00:00,19275.03
2018-03-13 00:00:00,12427.943333333349
2018-03-13 03:00:00,3433.526666666668
2018-03-13 06:00:00,3713.0133333333306
2018-03-13 09:00:00,10414.156666666671
2018-03-13 12:00:00,6602.316666666673
2018-03-13 15:00:00,5951.160000000004
2018-03-13 18:00:00,6984.6500000000015
2018-03-13 21:00:00,8082.980000000005
2018-03-14 00:00:00,8578.613333333331
2018-03-14 03:00:00,3899.383333333333
2018-03-14 06:00:00,4016.4400000000023
2018-03-14 09:00:00,7636.036666666668
2018-03-14 12:00:00,6124.836666666675
2018-03-14 15:00:00,5811.613333333342
2018-03-14 18:00:00,5826.97666666667
2018-03-14 21:00:00,6732.726666666662
2018-03-15 00:00:00,8292.97833333334
2018-03-15 03:00:00,2299.716666666666
2018-03-15 06:00:00,2278.1799999999994
2018-03-15 09:00:00,5821.753333333336
2018-03-15 12:00:00,4337.613333333338
2018-03-15 15:00:00,3908.966666666671
2018-03-15 18:00:00,3693.4700000000053
2018-03-15 21:00:00,5878.34666666667
2018-03-16 00:00:00,7687.416666666671
2018-03-16 03:00:00,3679.616666666661
2018-03-16 06:00:00,3014.099999999994
2018-03-16 09:00:00,5735.3766666666625
2018-03-16 12:00:00,4234.226666666666
2018-03-16 15:00:00,4109.300000000004
2018-03-16 18:00:00,4881.990000000008
2018-03-16 21:00:00,6161.879999999997
2018-03-17 00:00:00,5172.476666666666
2018-03-17 03:00:00,529.7149999999949
2018-03-17 06:00:00,1225.1866666666608
2018-03-17 09:00:00,371.54833333332584
2018-03-17 12:00:00,2925.623333333334
2018-03-17 15:00:00,1150.7999999999938
2018-03-17 18:00:00,1403.286666666664
2018-03-17 21:00:00,2931.981666666663
2018-03-18 00:00:00,4931.056666666667
2018-03-18 03:00:00,1135.9599999999969
2018-03-18 06:00:00,974.9933333333279
2018-03-18 09:00:00,717.306666666664
2018-03-18 12:00:00,1192.221666666668
2018-03-18 15:00:00,-59.18999999999298
2018-03-18 18:00:00,41.44333333334304
2018-03-18 21:00:00,837.771666666666
2018-03-19 00:00:00,7395.676666666672
2018-03-19 03:00:00,3478.8499999999995
2018-03-19 06:00:00,3477.789999999996
2018-03-19 09:00:00,5669.329999999993
2018-03-19 12:00:00,5545.490000000002
2018-03-19 15:00:00,4997.980000000001
2018-03-19 18:00:00,7193.839999999994
2018-03-19 21:00:00,6859.8833333333305
2018-03-20 00:00:00,5681.733333333338
2018-03-20 03:00:00,1758.8866666666593
2018-03-20 06:00:00,876.8033333333269
2018-03-20 09:00:00,7150.576666666669
2018-03-20 12:00:00,7670.253333333335
2018-03-20 15:00:00,3632.800000000001
2018-03-20 18:00:00,5059.433333333334
2018-03-20 21:00:00,4554.633333333335
2018-03-21 00:00:00,5043.610000000003
2018-03-21 03:00:00,1152.109999999996
2018-03-21 06:00:00,3629.4466666666613
2018-03-21 09:00:00,9981.633333333328
2018-03-21 12:00:00,7654.019999999998
2018-03-21 15:00:00,5885.976666666667
2018-03-21 18:00:00,7617.5166666666655
2018-03-21 21:00:00,6669.166666666668
2018-03-22 00:00:00,6452.146666666672
2018-03-22 03:00:00,3891.8933333333257
2018-03-22 06:00:00,4796.879999999997
2018-03-22 09:00:00,9279.951666666659
2018-03-22 12:00:00,9564.766666666665
2018-03-22 15:00:00,5915.346666666663
2018-03-22 18:00:00,4146.913333333334
2018-03-22 21:00:00,9430.096666666659
2018-03-23 00:00:00,7976.753333333338
2018-03-23 03:00:00,3663.063333333332
2018-03-23 06:00:00,2776.11
2018-03-23 09:00:00,7277.456666666666
2018-03-23 12:00:00,5288.283333333338
2018-03-23 15:00:00,5412.606666666675
2018-03-23 18:00:00,6136.546666666678
2018-03-23 21:00:00,6080.94
2018-03-24 00:00:00,3970.9766666666633
2018-03-24 03:00:00,704.089999999996
2018-03-24 06:00:00,2268.8566666666648
2018-03-24 09:00:00,1389.320000000001
2018-03-24 12:00:00,981.579999999999
2018-03-24 15:00:00,822.366666666667
2018-03-24 18:00:00,919.153333333332
2018-03-24 21:00:00,1208.8133333333342
2018-03-25 00:00:00,3461.843333333331
